date,ratings,helpful,comment
2018-07-18,1,3,욕하고 싶다
2020-02-12,1,0,쓰래기네
2019-04-22,5,1,박정재혱제님
2019-02-20,1,0,불편함
2018-05-09,5,2,부동산 앱중에 최고네요..^^
2020-04-24,5,0,좋아용
2018-02-19,5,7,좋아요
2019-02-02,5,1,좋네요
2018-06-16,5,2,굿
2020-03-18,3,0,굿
